Geneid	pOka_M1_2
64426	829
84530	13
26353	1197
160777	0
387890	3
5564	511
11113	663
92558	4
11021	858
10985	2618
6175	46882
5829	4208
23409	31
5319	0
4440	9
1337	4014
51499	526
283459	765
8683	986
8655	3502
84274	504
9921	2173
51367	324
9478	1
9761	4805
84747	1089
35	187
121665	778
6927	19
64897	297
8638	9
5027	35
5025	854
10645	806
51433	1844
80196	444
84678	376
84876	352
283385	4
144404	336
54509	129
23067	367
3242	610
5715	637
144406	13
605	256
22877	884
254050	2
386653	0
79369	16
56616	744
65082	371
6249	1649
55596	400
65117	893
9735	664
338442	2
8843	0
27198	0
8562	1042
84660	13
9026	472
79720	957
23457	231
79676	261
51329	1852
57605	308
10198	353
91574	350
8099	1750
55206	937
387893	748
196383	192
11066	244
353116	451
10959	5191
57696	444
1967	1047
2967	523
79867	506
23545	265
196385	22
80212	745
144348	3529
100533183	0
144347	0
9612	2185
949	2859
7316	9874
57647	530
140707	115
65985	730
114795	0
92293	0
121260	1077
144423	0
121256	0
11211	0
9271	0
23504	0
2054	512
5901	6096
283383	2
6433	710
4326	4
8408	814
80324	253
57634	1220
317781	263
79050	342
50614	2
57666	599
100507055	0
22953	0
5426	865
5827	337
192111	543
23141	1603
2802	918
55743	258
100289635	256
7574	11
7637	32
7699	95
101060200	28
7556	93
10795	298
647589	0
7278	0
93492	1
54737	807
55269	859
9205	221
7750	1407
2700	0
2706	2
10804	0
51084	322
8100	261
53342	58
221143	96
64328	556
26524	549
10284	2154
221150	387
78988	958
253832	800
221154	764
2254	3
6445	2
26278	1454
55504	289
4285	421
542767	5
387911	2
221178	240
338872	1
143	2725
479	0
56163	0
55835	210
5042	9
219287	0
9107	615
9818	957
51761	0
387914	0
6049	819
1024	307
10810	217
2835	0
219333	763
387496	8
2971	1822
219402	526
222484	342
51082	2000
219409	0
3651	0
1045	0
646625	0
2322	2
255967	369
2321	0
51371	1558
283537	360
23281	0
6541	1554
5412	709
84056	418
3146	4725
10208	450
241	29
84935	1
122046	0
10808	2481
145173	354
122042	0
10129	36
646799	0
675	200
90634	125
10443	800
23047	550
9365	1
90627	371
5983	550
26960	1434
4081	1392
9201	136
100526761	0
54937	1
728591	15
23111	1708
8900	1
400120	0
5994	130
4093	187
29880	446
11340	448
55578	931
122011	0
10631	2
7223	184
51569	1209
341640	23
161003	0
80209	527
387921	386
10186	261
57511	428
2308	444
10240	259
10166	147
1997	595
11193	369
89890	396
84078	141
9617	108
79612	239
28984	6
23078	717
160851	436
11215	1199
8600	0
144809	0
94240	10
29103	620
55068	0
160857	0
144811	0
79024	3
387923	137
8848	1342
26747	197
55425	379
2963	747
386618	41
7178	57226
253512	331
83548	565
220081	0
220082	0
283514	0
23091	959
1361	4
3936	5
220416	0
80183	1
23143	492
2098	1889
3356	0
8803	720
55270	372
29079	636
9445	13387
5925	1817
10161	2
1102	54
57105	0
22862	1085
2862	1
81602	105
81617	178
107303344	0
83852	145
51131	13
55213	1392
115761	0
84650	545
3839	944
57213	454
10206	444
283518	4
220107	46
79621	679
220108	322
647174	3
26512	542
115825	111
79758	199
83446	0
540	209
440138	101
9724	372
341676	1
4752	71
55901	48
51028	676
26586	1888
144983	183
10910	460
11061	0
5100	0
10562	1
729246	0
729250	0
729233	0
122183	0
729240	0
27253	38
81624	799
81550	265
64881	102
5101	67
57626	0
1602	307
440145	387
79866	205
22894	979
10464	305
688	1218
11278	543
9882	262
170622	1313
7347	331
4008	366
729420	1
115207	318
730249	0
1203	641
26224	727
23077	1016
8796	0
100129307	0
122060	342
1910	3
5457	0
79596	277
64062	704
54602	1066
10253	610
114798	0
84189	1
26050	226
2262	1
10082	1017
1638	3
23483	228
160897	434
11166	0
10257	734
9071	3
22873	988
5611	723
55757	570
266722	0
27199	0
10150	2414
5911	752
3843	4234
10160	1006
140432	0
8428	2331
6564	0
23348	528
337867	1059
2841	0
1880	0
9375	3836
171425	183
85416	0
7546	69
5095	335
87769	93
84899	457
259232	172
9358	72
2259	1
7174	1005
196541	2
643677	8
93081	177
79070	379
54841	330
100533467	0
2073	45
6555	1
267012	0
1948	452
55082	1410
728215	223
3981	295
84945	312
10673	8
23026	23
8660	2632
1282	3065
1284	4972
100129836	0
55647	109
55739	672
79587	1085
3621	226
55608	787
8874	877
121793	2
6656	0
122258	0
10426	412
400165	0
23250	1257
23263	0
2155	0
2159	3
8858	5
55795	655
8451	1701
3916	8251
79774	14
101928841	2
113622	13
55208	209
55002	2445
7027	2232
496	1
6011	0
348013	76
2621	1139
643365	0
22821	95
8881	1102
65110	814
283489	486
440153	0
404785	0
641455	0
79334	0
441669	0
441670	0
390429	0
390431	0
79317	0
79544	0
81127	0
122740	0
390433	0
122742	0
390436	0
390437	0
390439	0
122748	0
390442	0
91875	172
57820	454
10038	486
7011	305
123103	1
55644	240
328	4267
90809	509
4860	727
338879	0
390443	0
122651	0
493901	0
341799	0
283	38
6038	151
10876	0
64184	0
6039	0
6035	1
6037	1
6036	0
64745	711
29986	0
57447	218
122664	0
440163	1
84659	0
122665	0
55701	694
51222	655
643382	26
390445	0
3183	8310
57096	3
11198	2935
57680	1489
84932	302
9878	1267
56339	520
6297	493
26533	0
26534	0
26686	0
26687	0
1603	2853
63874	1529
5018	3172
9056	20
122704	554
4323	12051
26020	6157
161253	7
55147	1074
10419	2181
54930	716
84962	2651
60686	207
5693	1926
122706	0
64403	912
22985	2805
55017	1062
1053	0
23428	1444
100507650	6
57594	290
90673	271
100529063	3
599	479
8106	186
51310	31
10278	0
64806	0
116173	0
4624	0
4625	0
25983	351
85446	109
79178	318
8906	1082
84502	0
10202	13
10901	199
317749	143
728635	0
90668	2
9362	0
4901	8
5106	349
80344	1011
161247	5
5720	3135
51016	348
5721	1125
55072	678
10379	907
9985	6083
79711	953
10548	1487
283629	32
29082	470
100528064	0
145553	26
4738	955
51292	1540
26277	563
7051	161
5875	461
115817	364
161424	640
27141	2
56413	11
1241	103
196883	0
11035	0
4776	347
57523	10
643866	4
23351	654
56948	186
1215	0
1511	0
2999	0
3002	0
29091	251
4857	324
2290	0
5587	196
55632	489
23256	749
1690	37
29966	517
11154	99
25831	2798
25938	727
112487	239
2856	0
80224	271
394	1934
9472	101
64067	12
112399	38
171546	769
55837	622
58533	1284
1073	1618
11177	664
6729	1052
283635	485
55012	301
9692	593
5687	1888
4792	602
84684	0
253959	345
84312	171
51562	314
253970	0
7080	0
26257	0
5083	0
89874	34
145282	117
3169	2
319089	5
6751	19
161198	0
10484	2391
8487	117
122553	483
5411	2420
117153	0
4253	310
254170	419
145581	8
84075	0
122525	91
54813	214
23116	472
55015	499
2287	1036
57697	111
55320	763
140801	0
161357	69
6235	3515
122769	224
6166	2942
4247	1023
55172	226
5427	122
122773	27
23588	739
9147	831
382	1323
79609	107
6655	642
79944	187
27109	132
8814	100
11183	1746
51062	24
60485	619
51199	840
145447	5
5836	1122
114088	1
81542	997
122786	1584
54331	0
51637	2028
22795	1314
5729	0
5732	100
57544	212
283554	48
30001	2676
5706	1073
6815	381
64841	613
10979	1295
80821	393
652	1341
1033	799
10175	1394
2764	1284
10668	158
23034	490
2643	168
11169	492
122809	509
93487	1843
3958	2180
9787	641
55030	722
22863	483
387332	0
3895	4636
57161	110
54916	447
5015	3607
10640	1055
55745	585
122830	466
55195	0
341880	3
145407	139
55860	1000
5684	1160
5926	413
387990	6
26520	549
9786	375
51339	69
23002	405
64582	30
112849	465
51528	1004
729665	7
6252	1
64430	1518
51635	390
5494	683
317761	0
4990	0
6495	8
51804	204
4331	375
57570	451
145389	228
161291	0
5583	78
3091	12141
6617	662
83851	0
27133	26
57381	485
122876	1
5529	659
112840	198
81537	342
23224	1146
2100	5
4522	2366
7597	124
9495	28
22890	617
3306	213
145376	7
26030	940
6710	65
91612	462
100529261	0
2877	1
376267	281
2342	31
4149	833
2530	356
10243	321
161142	0
64398	850
51382	1056
1965	1587
26499	0
161145	48
57475	166
5283	130
384	200
10490	798
51109	1421
145226	4
23503	820
5890	93
677	5280
87	9660
8816	881
55218	419
57452	65
2079	1529
55334	1330
400224	1
56936	0
9766	229
6430	2911
6554	2
64093	0
6547	0
51241	54
100529257	0
55333	648
8747	21
8748	0
10001	375
23508	503
4293	448
22990	1395
26037	418
9628	0
8110	11
26094	177
53349	576
58517	1947
5663	1074
89932	439
8650	895
399671	4
79697	234
641371	97
10965	392
122970	1
641372	2
83544	253
9240	1460
91748	583
145482	465
57862	546
145483	91
51004	218
957	111
80127	82
4329	283
91750	110
338917	0
5826	677
55237	0
646658	1
10577	6144
122961	419
4053	1563
9870	1178
51077	741
56252	1345
283571	16
1743	2376
83694	69
5228	2
8892	802
27030	403
97	96
79696	74
91754	1853
10972	3405
2353	26
122953	186
10538	0
55640	25
11161	1196
23093	680
7043	58
112752	413
55668	806
2103	0
22846	280
23357	334
145497	0
64207	1160
85457	250
283576	0
57156	157
58157	0
29954	809
2954	361
283578	45
161394	48
122945	7
63894	389
10598	2017
145501	11
9517	829
8846	267
81892	653
22938	1117
283579	1
57143	112
9369	302
1734	15775
145508	129
7253	1
2957	415
85439	386
6400	1990
23768	5236
2581	356
8477	0
54207	0
55812	188
11099	406
79882	1238
161436	102
123016	647
1112	830
90141	118
55775	419
56659	0
5700	1479
55051	200
801	2691
145567	293
9252	43
80017	642
8111	3
440193	86
55671	930
79820	0
123036	5
10516	53
9321	730
4287	262
4707	646
53981	1156
123041	0
79890	305
5641	1207
9950	912
1113	0
3705	903
64112	567
26175	173
84520	219
55148	855
55727	481
57578	3
341947	0
145270	0
90050	0
51676	0
78990	164
57062	3205
122509	138
3429	88
83982	709
57718	78
51156	4
866	0
390502	0
5265	194
256394	0
327657	1
145264	0
5267	0
5104	11
12	7
145258	0
23405	702
79789	47
161176	8
51218	751
9623	0
8115	0
56967	587
624	2
623	19
55102	570
51527	444
122481	103
10914	3417
7443	326
283598	0
64919	16
84193	1044
8812	612
317762	2146
84439	441
10858	7
2009	1080
51466	308
123099	0
7528	1229
123096	642
283600	0
7453	1344
79446	110
57596	156
8788	0
388015	0
1735	0
5527	1542
1778	8343
3320	18992
91833	327
5891	159
55778	256
51550	359
9895	468
122416	520
23186	915
7187	559
81693	1
9578	3331
91828	1
7127	26
1983	3253
4140	818
1152	191
115708	297
9529	628
84334	449
3831	1412
7517	366
79038	508
23368	407
9556	1299
122402	0
647286	0
374569	0
26153	7
400258	0
388021	1
64423	2909
122622	218
10572	440
207	2189
100128927	60
283638	974
122618	3
113146	11823
122616	217
55038	570
29933	3
3714	46
256281	337
2972	486
90135	480
23241	930
647310	13
9112	1330
1397	75
1396	3
283643	158
80757	37
727832	0
100996331	0
100287399	0
390538	0
283694	0
283767	0
114791	291
23191	1918
81614	1098
123606	504
440243	0
283685	0
7681	44
54551	0
4692	0
23742	0
6638	0
8926	0
7337	1360
57194	0
2562	0
2558	0
2567	0
4948	0
8924	1306
653720	0
321	103
23359	52
56160	668
7082	1897
653073	7
89832	20
101059918	9
728498	76
89839	54
22909	556
54893	873
4308	101
283710	1
51621	523
161725	1
1139	30
653125	17
728047	4
643699	21
9824	795
6447	24
26585	4
342184	69
6263	13
57099	150
1133	3
56851	969
161779	47
79768	253
51234	1245
9990	341
55505	1267
256646	1
254531	481
23015	978
440270	311
57369	0
70	33
9716	876
54989	653
89978	145
84529	330
4212	803
145942	0
161742	812
283742	425
10125	183
400359	0
400360	3
7057	9328
161835	16
11245	499
440275	1388
6727	5697
90427	142
701	900
106821730	0
56924	4
644809	0
100131244	3
5330	1
100505573	448
388115	2733
644844	0
85455	52
90417	733
3712	1393
22893	492
113189	898
90416	275
27079	209
57082	317
5888	143
55177	422
2644	82
55192	123
643338	25
84936	324
54866	0
6692	19
171177	5
57617	1031
54567	0
79094	92
54617	865
161829	0
11261	1302
11339	124
51203	1709
51103	183
23168	1383
3706	79
4058	2
26015	549
7301	445
23269	441
23005	448
8681	1
100137047	38
100137049	1
51332	6
30844	428
123745	1
283748	0
255189	0
23339	1173
25963	562
2595	293
825	24
64397	4207
8773	854
255252	167
55142	470
57519	484
146059	264
146057	237
197131	640
80021	254
23582	712
2038	0
9333	3
116179	0
9836	241
161823	201
146050	274
27229	550
7158	1654
4130	148
9677	476
1159	21
161497	4
117155	25
548596	0
2923	11536
80237	115
10169	7952
619189	63
25764	744
4236	722
79968	307
84978	349
113201	1821
51496	614
8669	1299
80208	1105
197135	1
567	13894
140691	6
145645	0
6652	523
50506	2
405753	0
90527	2
53905	16
90525	27
9153	3
2628	24
79029	144
84419	0
7782	83
26258	917
58472	428
80031	0
283652	11
50804	1076
399697	2
6557	0
1854	1297
2200	12124
22995	228
399694	22
23741	3695
9728	893
9318	1686
2585	217
196951	34
2252	1
56986	242
79895	21
11001	718
3067	0
2553	323
9101	1257
373509	0
54822	1135
84888	394
23431	257
388121	21
1588	0
342035	0
23312	633
29106	0
256586	121
29767	233
29766	852
123169	477
5597	1337
10017	1
10681	740
55930	753
4644	703
10776	2667
56204	348
3175	2
256764	0
440279	0
51187	1556
5873	333
101928527	47
9488	230
9236	1031
145788	27
161582	90
26108	402
283659	315
4734	517
64864	1381
374618	108
55329	167
54816	450
6938	1240
84952	5801
145781	0
100820829	18
81488	58
8854	1
366	1
3990	1
102	2121
54629	349
79811	1168
54778	809
9133	974
4643	4591
92483	3
145773	72
9245	6
2958	708
663	1032
27023	0
302	38520
79664	741
6095	124
54832	1011
145741	2
388125	0
83660	902
7168	13077
114294	835
51065	3726
51762	886
83464	419
771	678
9960	457
283807	1
8925	791
23604	56
84191	924
6642	1926
79856	15
5479	4456
53944	647
9768	779
9325	336
23060	1391
4947	1710
348093	5
80119	80
80301	532
348094	47
51324	1182
123263	203
123264	0
51285	0
390594	0
390595	9
10081	359
10845	642
8483	5
54956	186
9543	0
57722	4
54878	403
51495	2403
81556	650
9187	348
10260	545
8766	3148
84465	6
115752	538
54962	101
5604	1090
10302	139
6124	43529
55055	439
197021	10
4091	887
4088	3925
79719	608
64799	67
145853	117
5607	396
390598	6
8554	970
91860	89
54982	604
10116	788
22801	3
10391	110
8125	2036
79400	8
246777	156
26035	315
54852	922
9493	1048
6176	20397
7090	277
55075	3674
55323	1202
54839	156
56906	123
196993	3
79875	389
10002	1
4649	279
123228	61
196996	2
5315	60141
56965	768
60677	46
3073	4588
338949	0
25820	1428
55889	4
585	432
83440	1113
4756	549
10021	0
283677	0
27020	1927
80381	5593
388135	0
161514	0
4016	3090
9399	192
5371	931
342096	3
57611	0
3671	0
64220	13
80125	0
1583	1
8482	251
84993	701
10620	86
1198	784
80153	744
1543	58
1544	0
1445	711
79748	3
594855	1
25989	377
10066	1752
4351	1284
57184	851
9377	1708
54913	37
192683	236
60490	130
56905	292
653641	1
653643	0
54939	1118
79661	141
4123	802
25942	1065
5780	981
10073	414
55272	1166
257364	1634
1464	62
161753	3
92912	694
26263	660
145957	2
123591	6
2108	1087
64843	0
49855	215
5955	1915
9051	0
10099	5984
79834	632
10363	775
84894	0
23102	1248
646892	0
10518	17
3419	879
23205	0
55466	6
80349	715
1381	0
3658	1092
123688	24
5685	2183
1138	145
1136	8
1143	0
11173	655
10933	4622
1512	17445
5923	99
390616	3
23423	2471
23251	8
100528021	0
10588	19
400410	32
597	1
54469	1331
2184	624
9915	417
58489	161
57214	29
23184	1115
59274	274
161502	2
3603	20
80765	42
342125	9
84206	141
79631	718
283726	13
647042	1
440295	44
6218	17216
64506	6
8120	1
123722	52
123720	180
9455	515
83640	232
123207	198
53339	2152
53346	81
50810	970
646	0
6457	31
57188	827
100505679	5
643707	20
54993	157
84942	440
4828	142
23478	3170
9640	859
57538	20
9154	0
5151	436
100133220	6
11214	838
64410	96
123624	0
4916	0
26589	285
64963	810
55070	119
64782	966
3669	28
176	0
145864	23
4240	4745
11057	4788
6017	8
55215	1025
5428	763
51458	0
90381	316
374654	140
5346	1
8800	116
56964	0
55897	16
145873	3
290	0
100526783	0
10239	6
348110	429
374655	157
3418	828
10509	1185
10519	1770
390637	37
51335	1758
342132	42
8826	6886
64784	437
641	203
5045	1715
2242	3
4122	1610
55898	1530
374659	304
91433	468
9055	2798
26276	293
9899	0
28232	324
8128	0
145858	0
400451	0
1106	1938
56963	0
55784	0
7026	3088
145946	0
91947	362
283777	0
3480	1204
145814	0
23336	490
64927	242
123355	120
4205	1673
145748	151
170691	18
204219	1
55180	136
140460	350
220	9236
79705	4
22856	650
55829	351
6627	549
5046	4
80213	296
123283	95
390648	0
390649	0
26682	0
51728	246
79622	298
64285	656
4350	1203
8131	622
3050	1
3042	0
3040	0
3039	0
3049	3
55692	466
83986	2840
8786	447
398	47
64714	7
8312	598
10573	1122
58986	1789
4833	1653
26063	366
9727	848
6650	683
146325	0
283948	0
9091	1011
57799	272
117166	2
84326	1200
84331	367
197335	313
89941	1351
9028	39
10273	778
339123	908
84219	311
146330	2
79006	1590
65990	220
124093	55
84264	331
64428	440
10232	18
113000	544
63922	282
51764	6
388199	7
64788	235
30812	31
6755	0
390664	0
8912	1
25823	0
64499	0
7177	0
23430	0
7329	2161
8938	23
115939	755
84572	1803
64718	272
283951	158
645811	6
1186	1567
390667	0
9894	513
9742	429
79652	7
57585	508
90861	1720
23162	811
4832	361
65993	1304
197342	35
90864	484
10101	743
3483	3
3029	628
81889	648
254528	4
64711	0
51734	270
6123	1
4716	1480
146310	3
10607	628
124056	48
2671	483
9143	188
90850	705
283869	0
9351	329
4913	226
7249	986
5310	973
25837	197
84231	1776
57524	69
64223	1015
283870	26
283871	573
1877	304
1775	15
1632	947
10921	2072
21	1311
899	408
80178	145
4917	4
57465	158
527	2627
51005	366
752014	110
5170	946
54442	696
83886	37
23524	8452
6923	2800
260429	4
360226	1
10942	0
124220	0
64063	0
114984	445
84256	820
79412	17
124222	647
9088	276
9080	11
9074	0
51330	2276
54985	3028
79228	541
146439	1
64386	21
9235	76
84891	1
7755	282
7760	224
4992	4
7752	152
4210	0
10127	538
91151	143
7627	246
4993	0
100463285	0
54925	284
7727	250
146434	106
79903	735
646174	1
23059	508
197358	20
84464	163
1773	79
10131	2378
1387	909
115	550
6345	1
7023	163
84662	1931
51025	3
100529144	0
79585	76
114990	864
9093	1140
57407	430
3163	781
29965	825
342346	3
124402	300
23295	983
84309	384
124401	218
146562	17
26048	177
124404	0
440335	2
79641	418
84656	1839
29855	1340
5493	2039
9717	7
51172	448
146556	4
56052	418
196483	120
54715	0
283953	0
79091	219
18	16
25880	166
5373	558
23589	713
7874	1409
29035	676
2903	162
80063	100
2013	585
146279	0
4682	330
780776	3
4261	2
28955	377
23274	493
8651	3
7142	0
58531	0
5620	0
5619	0
116028	130
9516	2556
8303	811
51061	741
29066	1105
26156	3291
2935	2814
608	0
92017	405
55313	552
729993	1
2072	226
57496	525
5073	754
51283	1244
8399	3
642778	9
642799	1
23420	3004
9284	210
23042	1735
123803	566
54700	704
100288332	1
255027	0
89927	887
9665	779
54820	300
4629	13
123811	660
4363	2852
368	50
408050	462
101059938	0
101059953	0
64131	0
283820	1014
23204	6596
23049	1966
79905	49
10229	274
162073	623
51760	321
728276	111
79838	7
51573	2591
9738	523
57020	1402
400506	481
124152	438
51704	750
124274	0
2813	0
7369	0
204474	0
54988	0
123876	0
348158	0
116285	2
55623	743
6296	67
112479	274
81691	139
123879	167
57149	426
55567	1
57146	219
7783	0
257629	0
1428	56
23117	145
51108	1852
10261	2
146183	0
440345	76
7385	2980
255762	4
730094	234
146177	1
29904	453
55718	578
1039	1040
100132247	159
9956	0
57478	154
6340	0
6338	0
91949	354
23062	2211
124454	742
56061	1504
4706	813
79728	394
84516	1309
5347	1227
10595	5
63928	0
5579	3
10368	0
5930	1158
27327	1305
115584	5
55114	1257
51451	488
343	0
342357	238
9951	0
162083	0
79831	64
197370	765
3566	271
50615	11
2975	2193
23247	585
146395	0
23214	2238
388228	84
728741	16
728689	13
1201	892
55911	0
246778	0
26471	1655
112869	201
6799	3
6817	308
728734	0
8663	214
100507607	8
11273	2277
7284	4651
25970	890
487	88
79874	232
930	0
84901	853
83985	1100
27040	43
728888	55
107282092	132
548593	0
79008	0
445329	10
6693	1
23475	454
283897	0
653808	0
3835	1015
4150	2813
112476	115
79447	712
9961	3072
10423	1435
26470	2491
253982	405
253980	214
124446	1108
9344	1165
8479	291
283899	487
8448	37
146378	0
83723	6
226	40041
5531	1575
6911	7
83719	621
79153	24
5595	1558
11151	26
654483	0
552900	0
6818	0
10421	990
26000	1049
29895	0
1731	45
197407	261
51333	102
79077	588
22928	847
3683	0
79724	659
65988	117
92595	100
146542	187
146540	65
115509	215
78994	581
64319	942
730183	20
10847	1539
100862671	106
5261	477
90835	2
9810	1870
23361	966
9274	782
1489	120
54620	507
93129	958
9739	660
80270	391
112755	15
6810	535
79759	259
9726	485
339105	90
79001	5168
10295	1494
84148	396
5652	6
146547	13
2521	3352
29108	138
493829	0
260434	0
3684	3
3687	19
3681	2
1339	0
283933	5
79798	174
7041	361
6524	6
64755	1225
51327	0
124411	76
10308	180
729264	0
24150	0
729355	0
653550	0
79801	613
55737	2705
23594	300
91807	5
388272	118
84706	487
10294	1286
81831	1171
81533	1908
5257	1647
94160	2
85320	0
83752	1035
6477	503
9683	607
869	0
123970	0
23090	0
255919	207
55027	253
64282	409
113	147
29117	1551
85407	0
124460	0
64127	0
1540	914
6299	0
388276	0
27324	2
80205	1388
643802	0
5934	1165
64400	306
23322	384
79068	798
79191	134
643911	143
10265	37
79190	0
4313	483
54947	613
84290	3
6530	0
1066	0
221223	0
2775	5
267	1481
11051	1923
55239	894
583	822
84560	0
4504	0
4502	19253
4493	4669
4499	0
4489	0
4490	0
4494	119
4495	0
4496	0
4501	1168
9688	867
6559	0
9709	931
1071	2
84166	267
221184	481
80011	1197
89970	672
23568	941
51090	19
6367	0
6376	0
6361	0
57019	767
57017	1105
5432	955
55715	1068
92922	134
221188	12
9289	1649
222487	0
84229	0
10300	461
3801	791
388282	0
1258	1
374739	0
57567	203
79650	576
4324	1345
29105	748
1459	531
29070	187
221191	0
64785	393
65009	184
79918	216
23019	4037
55238	587
2806	2837
729159	0
1006	0
1009	1827
1003	0
146227	5
7084	507
100529251	0
51192	47
113540	40
146225	5
123920	698
146223	993
1783	2248
283847	0
8883	888
766	1
57546	368
1014	0
6236	18
51647	890
8824	1409
23491	26
283848	1
865	620
80262	371
84752	552
8717	305
55336	55
3299	131
8996	569
653319	277
283849	33
1874	983
79767	27
26231	38
29100	396
29109	505
6553	125
25894	518
146212	39
55282	4
51673	2
29800	321
3291	1
9114	1379
181	2
79567	1093
10664	944
146206	5
65057	362
50855	180
84080	305
388284	11
81577	291
57610	534
55815	7
80152	493
57215	530
10204	2780
23644	916
123904	4
5681	898
1506	11
5699	315
3931	76
6560	1118
64180	0
64174	0
100131303	0
55794	226
54920	268
4775	615
80004	7
23659	1003
9057	1831
84138	113
54496	641
55512	90
146198	798
1001	4
999	0
79613	275
3038	27
54921	1578
84916	1167
6645	352
27183	1063
84342	451
64146	73
51388	525
146456	15
7014	426
80777	1539
10725	1181
1728	5857
28987	1443
11060	838
348174	5
55066	892
283971	0
118460	160
16	2245
11269	439
55308	816
6483	464
197258	316
25839	1365
23450	3356
146433	0
92154	3357
55697	1350
54768	177
55783	372
794	17
7571	296
7567	45
10164	4
6898	6
91862	2
23035	345
164	1741
342371	742
55565	93
9798	1935
342372	14
1723	151
3240	1
3250	0
54957	253
9785	1119
83449	5
463	579
388289	0
5713	1805
440348	24
497190	3
2734	2789
55159	937
197259	138
79152	2
79726	571
84937	383
197257	70
162239	200
440387	0
1504	0
9564	2726
10428	662
124491	172
4166	5
23563	6
79583	308
11345	1268
23536	243
3735	2573
54386	1017
85445	25
22879	525
100130958	68
170692	2
283927	91
57687	17
10143	0
51741	73
4094	7
83657	12
124359	101
56942	354
55839	455
23300	1004
123775	30
2653	352
114780	156
53630	4
8139	79
80790	1884
5336	109
93517	0
3294	8572
10200	432
1012	0
3281	2056
23417	228
29948	171
54550	3
146167	0
8720	2857
83693	437
123872	5
9013	491
161931	0
93107	0
58189	0
9914	10
57707	614
23406	6471
79786	738
9100	1601
83716	18
55625	1424
9764	213
339145	0
23199	918
51659	438
404550	134
10328	526
1327	4681
3394	0
2294	9
64779	277
2303	0
2300	20
100506581	59
79791	574
81631	1802
23174	1140
57338	4
54758	274
8140	5721
763	0
54971	195
84627	0
161882	171
124245	822
27189	1
1535	634
4597	697
333929	15
115992	211
348180	215
9780	3682
81620	397
353	1499
2588	606
51693	934
390748	0
863	0
100129697	0
197322	353
1013	1
146429	0
197320	89
29123	2075
100287036	11
6687	1049
6137	23695
27132	58
1800	0
5119	1504
124045	109
8558	628
124044	155
9605	311
92822	219
2175	424
84501	186
22980	1797
4157	92
10381	1343
54849	877
92806	247
79007	722
2622	434
11105	0
8447	0
9501	27
100506388	0
400566	110
359845	552
55275	616
79850	814
50628	714
51031	1052
55178	326
64359	229
29928	448
29	4415
727857	0
286753	0
7531	10223
1398	1511
4641	6956
51763	715
5306	2018
124935	64
8578	9
83547	76
10594	5968
727910	112
124997	623
5345	33
5176	419
114826	270
6117	1923
146760	1
1801	367
124641	74
3090	69
23293	944
63826	100
55720	953
9905	1933
4335	419
79066	404
5048	2179
23277	1444
23108	114
8386	0
4991	0
8390	0
26189	0
8383	0
4995	0
4994	0
8387	0
8392	0
8388	0
84690	0
443	0
162514	10
7442	74
23729	468
1497	432
30851	1437
83460	775
5026	364
3682	130
83903	106
55421	509
84254	98
5023	0
489	0
23140	1011
124936	749
51479	1462
7326	905
201305	155
124976	8996
10514	446
124975	0
342527	0
246	0
27043	861
409	672
400569	237
58191	239
84225	4
9032	0
284013	3
388323	16
5694	1278
5338	347
50488	1527
1145	5
100130311	11
2811	25
8402	938
26001	2067
5216	11078
2027	59
9552	763
23125	622
388324	107
10749	3427
55065	1
124961	5
7775	63
9098	6
84622	55
388325	7
9135	1088
4927	859
84268	439
708	2080
56919	663
51009	583
79003	315
728392	551
22861	171
23302	155
23746	1
54478	542
83394	2979
9851	496
84817	395
51003	132
388327	85
284111	0
54739	0
162517	0
83659	0
239	123
440400	2859
124944	430
255877	0
201232	72
162515	1
10462	0
433	0
432	13
1742	318
37	6274
1856	834
79142	1111
11337	5864
23399	2151
23587	384
1366	2
6517	3
51087	0
1984	9091
2874	933
84461	618
9744	148
147040	626
339168	0
8711	131
57048	757
254863	514
57555	829
374768	0
201243	0
284114	124
2256	28
1140	526
57659	2253
643664	2
5430	2356
407977	0
8742	140
8741	111
26168	1049
1973	12816
968	3391
9526	1220
6665	40
9513	898
6462	8
112483	441
482	0
7157	1131
55135	331
1949	563
146754	1
23135	395
92162	7
84316	937
124637	400
1107	2735
9196	17
58485	1657
116840	633
3000	0
247	2
242	9
59344	3
84667	6
5187	231
6844	903
84314	241
54785	189
9212	561
80169	229
5198	651
399512	51
29098	48
22899	0
146852	0
124751	37
6154	20432
643904	2
81565	512
4628	2311
146849	0
388333	0
162387	0
146850	0
23533	0
9423	3
9482	315
146845	8
124739	65
201140	0
644070	0
9340	3
5957	2
8522	479
8735	0
4626	0
4622	0
4619	0
4620	1
4621	21
6341	530
56985	136
388335	56
644139	0
388336	0
1770	0
7566	91
6416	677
93649	0
9912	7
60528	1477
9955	840
1352	255
146822	0
9953	177
5376	1604
64518	4
100533496	0
284040	1
201158	58
374286	1
10626	433
57335	290
353149	2
136	543
125150	138
54902	835
9611	1654
9487	54
201161	90
7314	10151
51393	10
388341	4103
57336	158
57547	35
9720	74
23495	0
23164	3472
201164	49
201163	395
8533	973
56953	120
55090	288
51655	3
10400	424
10743	890
6720	1179
146691	971
83450	32
91647	345
79018	390
1819	528
51168	15
54890	1353
3996	774
2314	3615
125170	366
7156	645
140775	918
6470	1384
645027	0
654346	0
254272	1
729288	57
147166	277
10517	1
51030	453
5636	396
